r2_score: 0.910974
mae: 18.161356
r2_score: 0.966036
mae: 11.045758
r2_score: 0.877251
mae: 17.839659
r2_score: 0.772991
mae: 21.973143
r2_score: 0.911933
mae: 17.031012
r2_score: 0.950770
mae: 13.337518
r2_score: 0.926215
mae: 17.587561
r2_score: 0.893768
mae: 16.575403
r2_score: 0.924497
mae: 18.469576
r2_score: 0.906364
mae: 16.808678
r2_score: 0.784250
mae: 27.321274
r2_score: 0.725354
mae: 27.230318
r2_score: 0.745273
mae: 26.982460
r2_score: 0.705664
mae: 29.731857
r2_score: 0.788256
mae: 27.306070
r2_score: 0.755164
mae: 26.878632
r2_score: 0.844661
mae: 23.366735
r2_score: 0.706367
mae: 30.011000
r2_score: 0.765159
mae: 24.579344
r2_score: 0.596945
mae: 30.426172
r2_score: 0.351583
mae: 2.766803
r2_score: 0.330119
mae: 2.428808
r2_score: 0.552694
mae: 2.871888
r2_score: 0.562188
mae: 2.672597
r2_score: 0.566554
mae: 2.916516
r2_score: 0.406736
mae: 3.391932
r2_score: 0.394375
mae: 3.429693
r2_score: 0.948973
mae: 0.262528
r2_score: 0.881161
mae: 0.331618
r2_score: 0.758590
mae: 0.373127
r2_score: 0.715170
mae: 0.564854
r2_score: 0.860047
mae: 0.373336
r2_score: 0.922523
mae: 0.285554
r2_score: 0.791076
mae: 0.403784
r2_score: 0.766074
mae: 0.364403
r2_score: 0.785637
mae: 0.511214
r2_score: 0.890555
mae: 0.371564
r2_score: 0.797178
mae: 24.404959
r2_score: 0.777762
mae: 23.233088
r2_score: 0.569525
mae: 40.047157
r2_score: 0.697652
mae: 36.449833
r2_score: 0.235129
mae: 31.105759
r2_score: 0.895203
mae: 0.329032
r2_score: 0.907510
mae: 0.370887
r2_score: 0.892407
mae: 0.324123
r2_score: 0.682680
mae: 0.479660
r2_score: 0.866595
mae: 0.470339
r2_score: 0.917690
mae: 0.319317
r2_score: 0.883080
mae: 0.345102
r2_score: 0.951315
mae: 0.228781
r2_score: 0.591146
mae: 0.531743
r2_score: 0.872032
mae: 0.473524
r2_score: 0.884767
mae: 0.371129
r2_score: 0.883670
mae: 0.347303
r2_score: 0.933253
mae: 0.282856
r2_score: 0.572813
mae: 0.510682
r2_score: 0.870128
mae: 0.488999
r2_score: 0.915546
mae: 0.325714
r2_score: 0.859300
mae: 0.414407
r2_score: 0.956424
mae: 0.223592
r2_score: 0.669599
mae: 0.459916
r2_score: 0.886480
mae: 0.443242
r2_score: 0.922447
mae: 0.300611
r2_score: 0.873503
mae: 0.357415
r2_score: 0.904016
mae: 0.310866
r2_score: 0.615333
mae: 0.498300
r2_score: 0.868476
mae: 0.449240
r2_score: 0.891119
mae: 0.373470
r2_score: 0.892455
mae: 0.329470
r2_score: 0.915584
mae: 0.329302
r2_score: 0.580010
mae: 0.531561
r2_score: 0.875375
mae: 0.454469
r2_score: 0.901333
mae: 0.337491
r2_score: 0.850711
mae: 0.371846
r2_score: 0.919598
mae: 0.327067
r2_score: 0.630158
mae: 0.486323
r2_score: 0.862384
mae: 0.439818
r2_score: 0.898373
mae: 0.350974
r2_score: 0.840281
mae: 0.392714
r2_score: 0.900707
mae: 0.334776
r2_score: 0.690177
mae: 0.518896
r2_score: 0.827351
mae: 0.550845
r2_score: 0.900149
mae: 0.359079
r2_score: 0.862968
mae: 0.360656
r2_score: 0.888471
mae: 0.371996
r2_score: 0.687057
mae: 0.445933
r2_score: 0.868650
mae: 0.481802
r2_score: 0.915138
mae: 0.322409
r2_score: 0.875950
mae: 0.353201
r2_score: 0.785572
mae: 0.393728
r2_score: 0.639215
mae: 0.488997
r2_score: 0.886857
mae: 0.413397
r2_score: 0.894493
mae: 0.349320
r2_score: 0.887100
mae: 0.357377
r2_score: 0.891449
mae: 0.353112
r2_score: 0.761400
mae: 0.462752
r2_score: 0.851786
mae: 0.467627
r2_score: 0.861149
mae: 0.437484
r2_score: 0.906797
mae: 0.374604
r2_score: 0.762272
mae: 0.506854
r2_score: 0.600784
mae: 0.620133
r2_score: 0.747407
mae: 0.574231
r2_score: 0.848213
mae: 0.463836
r2_score: 0.823189
mae: 0.468042
r2_score: 0.682436
mae: 0.521717
r2_score: 0.771533
mae: 0.497675
r2_score: 0.790050
mae: 0.610128
r2_score: 0.836412
mae: 0.439054
r2_score: 0.815509
mae: 0.475603
r2_score: 0.745993
mae: 0.531848
r2_score: 0.656907
mae: 0.577581
r2_score: 0.739251
mae: 0.708561
r2_score: 0.992367
mae: 0.106114
r2_score: 0.992242
mae: 0.108154
r2_score: 0.991259
mae: 0.114705
r2_score: 0.990384
mae: 0.120546
r2_score: 0.993246
mae: 0.099093
r2_score: -0.128299
mae: 19.068705
r2_score: 0.371710
mae: 12.962844
r2_score: 0.714274
mae: 8.912287
r2_score: 0.512441
mae: 16.244810
r2_score: 0.762160
mae: 10.930412
r2_score: -0.042701
mae: 19.124071
r2_score: 0.263291
mae: 14.407418
r2_score: 0.653876
mae: 12.225874
r2_score: 0.369301
mae: 18.781841
r2_score: 0.779387
mae: 12.078991
r2_score: 0.787070
mae: 0.539928
r2_score: 0.799026
mae: 0.495612
r2_score: 0.677074
mae: 0.518762
r2_score: 0.681270
mae: 0.597658
r2_score: 0.789698
mae: 0.634838
r2_score: 0.781999
mae: 0.516015
r2_score: 0.823459
mae: 0.442158
r2_score: 0.752138
mae: 0.465063
r2_score: 0.442468
mae: 0.637583
r2_score: 0.849401
mae: 0.464826
r2_score: 0.806808
mae: 0.526039
r2_score: 0.820008
mae: 0.464006
r2_score: 0.803560
mae: 0.449465
r2_score: 0.665272
mae: 0.538453
r2_score: 0.832755
mae: 0.524931
r2_score: 0.835957
mae: 0.443459
r2_score: 0.824090
mae: 0.438593
r2_score: 0.829435
mae: 0.444108
r2_score: 0.623359
mae: 0.495414
r2_score: 0.847107
mae: 0.517034
r2_score: 0.844651
mae: 0.429293
r2_score: 0.797839
mae: 0.494196
r2_score: 0.734592
mae: 0.508554
r2_score: 0.764239
mae: 0.557839
r2_score: 0.822815
mae: 0.561497
r2_score: 0.838210
mae: 0.425371
r2_score: 0.897268
mae: 0.430072
r2_score: 0.769760
mae: 0.502376
r2_score: 0.685316
mae: 0.617383
r2_score: 0.776180
mae: 0.614870
r2_score: 0.845950
mae: 0.421777
r2_score: 0.804630
mae: 0.477407
r2_score: 0.574566
mae: 0.521385
r2_score: 0.732301
mae: 0.529423
r2_score: 0.801842
mae: 0.588438
r2_score: 0.747720
mae: 0.487369
r2_score: 0.879986
mae: 0.457467
r2_score: 0.730546
mae: 0.508084
r2_score: 0.551781
mae: 0.663512
r2_score: 0.568365
mae: 0.800878
r2_score: 0.853989
mae: 0.386768
r2_score: 0.795636
mae: 0.523587
r2_score: 0.806361
mae: 0.448548
r2_score: 0.555566
mae: 0.549304
r2_score: 0.813179
mae: 0.607679
r2_score: 0.995855
mae: 0.078395
r2_score: 0.363302
mae: 14.612882
r2_score: 0.224912
mae: 15.092237
r2_score: 0.784439
mae: 9.601131
r2_score: 0.442216
mae: 16.742105
r2_score: 0.802687
mae: 11.969402
r2_score: -0.262137
mae: 19.265526
r2_score: 0.232270
mae: 14.384564
r2_score: 0.742861
mae: 10.557675
r2_score: 0.434888
mae: 17.151606
r2_score: 0.725948
mae: 12.036960
r2_score: 0.078710
mae: 17.590128
r2_score: 0.250292
mae: 14.076308
r2_score: 0.856149
mae: 8.831570
r2_score: 0.434937
mae: 17.512962
r2_score: 0.817037
mae: 11.278820
r2_score: -0.462030
mae: 20.092768
r2_score: 0.455118
mae: 14.515728
r2_score: 0.760790
mae: 10.974024
r2_score: 0.396945
mae: 18.342661
r2_score: 0.788621
mae: 12.165977
r2_score: -0.306452
mae: 20.456579
r2_score: 0.322340
mae: 13.594004
r2_score: 0.801808
mae: 9.311324
r2_score: 0.626279
mae: 14.017606
r2_score: 0.652747
mae: 12.978087
r2_score: -0.365715
mae: 20.634315
r2_score: 0.309344
mae: 14.004437
r2_score: 0.617589
mae: 12.270647
r2_score: 0.473388
mae: 15.496657
r2_score: 0.661841
mae: 12.408601
r2_score: -0.432720
mae: 19.702810
r2_score: 0.363739
mae: 14.290001
r2_score: 0.609758
mae: 13.325647
r2_score: 0.450788
mae: 19.415022
r2_score: 0.713523
mae: 11.601746
r2_score: -0.564994
mae: 19.521135
r2_score: 0.317498
mae: 11.978336
r2_score: 0.798079
mae: 9.290951
r2_score: 0.492311
mae: 16.860615
r2_score: 0.796145
mae: 11.678668
r2_score: 0.222947
mae: 18.136757
r2_score: 0.808110
mae: 11.631179
r2_score: 0.559190
mae: 15.697048
r2_score: 0.736740
mae: 16.450077
r2_score: 0.510719
mae: 17.089342
r2_score: -0.589080
mae: 23.629091
r2_score: 0.779944
mae: 11.229279
r2_score: 0.650874
mae: 13.316010
r2_score: 0.551186
mae: 16.988300
r2_score: 0.549282
mae: 17.282095
r2_score: -0.415660
mae: 22.451982
r2_score: 0.273650
mae: 18.697466
r2_score: 0.578796
mae: 13.465180
r2_score: 0.608399
mae: 16.953527
r2_score: 0.700941
mae: 13.872869
r2_score: -0.184923
mae: 21.130518
r2_score: 0.812623
